bar_index,equity_ADANIENT(Adani Enterpris),equity_ADANIPORTS(Adani Ports),equity_APOLLOHOSP(Apollo Hospital),equity_ASIANPAINT(Asian Paints),equity_AXISBANK(Axis Bank),equity_BAJAJ-AUTO(Bajaj Auto),equity_BAJAJFINSV(Bajaj Finserv),equity_BAJFINANCE(Bajaj Finance),equity_BEL(Bharat Elec),equity_BHARTIARTL(Bharti Airtel),equity_BPCL(BPCL),equity_BRITANNIA(Britannia),equity_CIPLA(Cipla),equity_COALINDIA(Coal India),equity_DRREDDY(Dr Reddys Labs),equity_EICHERMOT(Eicher Motors),equity_GRASIM(Grasim),equity_HCLTECH(HCL Tech),equity_HDFCBANK(HDFC Bank),equity_HDFCLIFE(HDFC Life),equity_HEROMOTOCO(Hero Motocorp),equity_HINDALCO(Hindalco),equity_HINDUNILVR(HUL),equity_ICICIBANK(ICICI Bank),equity_INDUSINDBK(IndusInd Bank),equity_INFY(Infosys),equity_ITC(ITC),equity_JSWSTEEL(JSW Steel),equity_KOTAKBANK(Kotak Mahindra),equity_LT(Larsen),equity_M&M(M&M),equity_MARUTI(Maruti Suzuki),equity_NESTLEIND(Nestle),equity_NTPC(NTPC),equity_ONGC(ONGC),equity_POWERGRID(Power Grid Corp),equity_RELIANCE(Reliance),equity_SBILIFE(SBI Life Insura),equity_SBIN(SBI),equity_SHRIRAMFIN(Shriram Finance),equity_SUNPHARMA(Sun Pharma),equity_TATACONSUM(TATA Cons. Prod),equity_TATAMOTORS(Tata Motors),equity_TATASTEEL(Tata Steel),equity_TCS(TCS),equity_TECHM(Tech Mahindra),equity_TITAN(Titan Company),equity_TRENT(Trent),equity_ULTRACEMCO(UltraTechCement),equity_WIPRO(Wipro)
908,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-11.171500000000037,43.484699999999066,4.508349999999837,6.409099999998489,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-0.9391300000000342,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
909,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,6.409099999998489,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-0.9391300000000342,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
910,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,6.409099999998489,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-0.9391300000000342,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
911,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,6.409099999998489,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-0.9391300000000342,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
912,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,6.409099999998489,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-0.9391300000000342,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
913,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,6.409099999998489,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-0.9391300000000342,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
914,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,6.409099999998489,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
915,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
916,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
917,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
918,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
919,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
920,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
921,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-1.5846499999998969,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
922,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
923,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
924,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
925,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
926,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
927,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-35.34845000000132,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
928,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-45.25435000000107,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-0.10395000000028176,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
929,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-45.25435000000107,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-1.4019500000002836,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
930,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-45.25435000000107,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.3856100000000424,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-1.4019500000002836,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,10.811799999999494,2.2482500000000414
931,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-45.25435000000107,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.8320900000000506,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-1.4019500000002836,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,-10.093800000000556,2.2482500000000414
932,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-6.912100000001374,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-4.715500000000247,8.439949999999499,1.8650499999998829,2.2403499999998076,-45.25435000000107,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,4.508349999999837,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.8320900000000506,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-1.4019500000002836,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,-10.093800000000556,2.2482500000000414
933,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-21.83310000000165,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-14.259900000000016,8.439949999999499,1.8650499999998829,2.2403499999998076,-45.25435000000107,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,3.13374999999985,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.8320900000000506,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-1.4019500000002836,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,-10.093800000000556,2.2482500000000414
934,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-21.83310000000165,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-14.259900000000016,8.439949999999499,1.8650499999998829,2.2403499999998076,-45.25435000000107,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,3.13374999999985,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-1.247550000000615,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.8320900000000506,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-1.4019500000002836,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,-10.093800000000556,2.2482500000000414
935,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-21.83310000000165,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-14.259900000000016,8.439949999999499,1.8650499999998829,2.2403499999998076,-45.25435000000107,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,3.13374999999985,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-3.2730500000005804,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.8320900000000506,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-1.4019500000002836,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,-10.093800000000556,2.2482500000000414
936,12.658449999999448,-2.4356500000001233,37.32629999999699,5.945799999999053,3.281899999999837,-21.83310000000165,-3.4511500000003252,-1.5635000000002037,2.685339999999883,6.876849999999422,2.3568199999999706,-14.259900000000016,8.439949999999499,1.8650499999998829,2.2403499999998076,-45.25435000000107,11.87644999999884,-9.320500000000038,-11.837300000000255,-9.284650000000056,43.484699999999066,3.13374999999985,1.8907999999983076,-4.857999999999947,5.054149999999936,-20.486599999999953,3.228649999999675,-3.2730500000005804,11.551049999999805,-28.89449999999988,-24.033400000000256,116.02520000000004,-4.357600000000275,-2.246949999999913,-1.8320900000000506,-4.730599999999981,3.562699999999495,-1.4719500000003336,-1.482000000000312,4.359099999999785,-9.75275000000056,-20.09150000000011,-1.4019500000002836,-0.0090200000000209,-3.399000000001706,-1.4958500000000186,12.66569999999956,69.95274999999856,-10.093800000000556,2.2482500000000414
